| min_x | final_x | max_x | max_abs_x | min_y | final_y | max_y | max_abs_y |
| -112 | -73 | 0 | 112 | -33 | -19 | 41 | 41 |
| -47 | -20 | 16 | 47 | -75 | -42 | 26 | 75 |
| -41 | -14 | 34 | 41 | -31 | -14 | 66 | 66 |
| -63 | -20 | 8 | 63 | -71 | 78 | 94 | 94 |
| -68 | 38 | 59 | 68 | -83 | -10 | 21 | 83 |
| -78 | -60 | 65 | 78 | -11 | 140 | 141 | 141 |
| -24 | 0 | 63 | 63 | -50 | -12 | 56 | 56 |
| -25 | 95 | 156 | 156 | -61 | 27 | 55 | 61 |
| -4 | 127 | 131 | 131 | 0 | 15 | 76 | 76 |
| -32 | 37 | 44 | 44 | -82 | -61 | 21 | 82 |
| -50 | -42 | 21 | 50 | -82 | -72 | 12 | 82 |
| -115 | -47 | 5 | 115 | -13 | 71 | 88 | 88 |
| -110 | -88 | 10 | 110 | -7 | 92 | 148 | 148 |
| -57 | 20 | 22 | 57 | -5 | 50 | 70 | 70 |
| -173 | -160 | 11 | 173 | -94 | -40 | 27 | 94 |
| -102 | -43 | 12 | 102 | -7 | 125 | 173 | 173 |
| -68 | -67 | 43 | 68 | -126 | -117 | 11 | 126 |
| -9 | 66 | 77 | 77 | -9 | 68 | 82 | 82 |
| -100 | -98 | 45 | 100 | -74 | -52 | 30 | 74 |
| -48 | -9 | 27 | 48 | -15 | 15 | 57 | 57 |
| -36 | 27 | 39 | 39 | -18 | 119 | 139 | 139 |
| -71 | -61 | 18 | 71 | -56 | -27 | 23 | 56 |
| -20 | 4 | 85 | 85 | -73 | -66 | 6 | 73 |
| -15 | -13 | 70 | 70 | -132 | -129 | 4 | 132 |
| -74 | -62 | 9 | 74 | -75 | -40 | 18 | 75 |
| -81 | 39 | 45 | 81 | -120 | -89 | 18 | 120 |
| -22 | 56 | 98 | 98 | -131 | -126 | 16 | 131 |
| -14 | 39 | 62 | 62 | -41 | -21 | 18 | 41 |
| -4 | 16 | 70 | 70 | -53 | 78 | 112 | 112 |
| -34 | -25 | 78 | 78 | -123 | -119 | 20 | 123 |
| -84 | -23 | 35 | 84 | -103 | -45 | 8 | 103 |
| -124 | -66 | 8 | 124 | -71 | 4 | 25 | 71 |
| -96 | -13 | 2 | 96 | -85 | 7 | 22 | 85 |
| -44 | 92 | 98 | 98 | -66 | -42 | 12 | 66 |
| -90 | -41 | 6 | 90 | -14 | 39 | 53 | 53 |
| -50 | 12 | 14 | 50 | -45 | 24 | 28 | 45 |
| -56 | -24 | 54 | 56 | -10 | 100 | 120 | 120 |
| -75 | -53 | 16 | 75 | -22 | 37 | 70 | 70 |
| -104 | -91 | 22 | 104 | -46 | -19 | 67 | 67 |
| -39 | 19 | 42 | 42 | -60 | 43 | 49 | 60 |
| -36 | 56 | 88 | 88 | -45 | -18 | 38 | 45 |
| -32 | 19 | 35 | 35 | -64 | 111 | 114 | 114 |
| -35 | 78 | 81 | 81 | -118 | -106 | 20 | 118 |
| -174 | -162 | 4 | 174 | -14 | 92 | 98 | 98 |
| -47 | -2 | 27 | 47 | -8 | 120 | 126 | 126 |
| -50 | -43 | 70 | 70 | -46 | 19 | 38 | 46 |
| -13 | 158 | 166 | 166 | -51 | -14 | 47 | 51 |
| -11 | 132 | 143 | 143 | -69 | -8 | 18 | 69 |
| -81 | -37 | 37 | 81 | -58 | -15 | 24 | 58 |
| -97 | -53 | 21 | 97 | -32 | 9 | 41 | 41 |
| -59 | -54 | 18 | 59 | -1 | 42 | 135 | 135 |
| -8 | 76 | 106 | 106 | -153 | -114 | 7 | 153 |
| -197 | -164 | 11 | 197 | -19 | 120 | 164 | 164 |
| -12 | 89 | 90 | 90 | -83 | -51 | 1 | 83 |
| -112 | -71 | 11 | 112 | -88 | 35 | 39 | 88 |
| -67 | -64 | 20 | 67 | -91 | -74 | 1 | 91 |
| -21 | 33 | 74 | 74 | -66 | -3 | 34 | 66 |
| -12 | 105 | 125 | 125 | -54 | 45 | 77 | 77 |
| -156 | -133 | 5 | 156 | -94 | -81 | 23 | 94 |
| -90 | -38 | 1 | 90 | -38 | 114 | 125 | 125 |
| -8 | 52 | 119 | 119 | -79 | -36 | 28 | 79 |
| -34 | 11 | 59 | 59 | -35 | 155 | 160 | 160 |
| -24 | 84 | 90 | 90 | -62 | 4 | 18 | 62 |
| -7 | 66 | 95 | 95 | -57 | 74 | 98 | 98 |
| -46 | 70 | 83 | 83 | -108 | -46 | 5 | 108 |
| 0 | 25 | 67 | 67 | -47 | 15 | 34 | 47 |
| -45 | 29 | 37 | 45 | 1 | 97 | 106 | 106 |
| -6 | 70 | 80 | 80 | -26 | 44 | 121 | 121 |
| -52 | -31 | 13 | 52 | -19 | 79 | 107 | 107 |
| -54 | -33 | 35 | 54 | -53 | 3 | 46 | 53 |
| -3 | 34 | 110 | 110 | -19 | 54 | 91 | 91 |
| -72 | -24 | 5 | 72 | -26 | 34 | 95 | 95 |
| -144 | -119 | 14 | 144 | -64 | -21 | 17 | 64 |
| -29 | 20 | 85 | 85 | -26 | 66 | 94 | 94 |
| -6 | 19 | 79 | 79 | -44 | -35 | 52 | 52 |
| -158 | -158 | 36 | 158 | -16 | 42 | 77 | 77 |
| -60 | -58 | 29 | 60 | -29 | 52 | 81 | 81 |
| -5 | 78 | 93 | 93 | -15 | 40 | 81 | 81 |
| -96 | -46 | 19 | 96 | -11 | 174 | 176 | 176 |
| -54 | 10 | 40 | 54 | -85 | -74 | 9 | 85 |
| -64 | 35 | 35 | 64 | -71 | 25 | 33 | 71 |
| -28 | 93 | 94 | 94 | -43 | -11 | 50 | 50 |
| -168 | -149 | 46 | 168 | -40 | 59 | 71 | 71 |
| -147 | -136 | 21 | 147 | -31 | 36 | 41 | 41 |
| -81 | -56 | 7 | 81 | -10 | 10 | 87 | 87 |
| -15 | 73 | 80 | 80 | -48 | 55 | 56 | 56 |
| -68 | 16 | 24 | 68 | -56 | -38 | 25 | 56 |
| -37 | 61 | 62 | 62 | -76 | -33 | 2 | 76 |
| -80 | -24 | 13 | 80 | -52 | -2 | 19 | 52 |
| -135 | -65 | 16 | 135 | -132 | -123 | 23 | 132 |
| -27 | -18 | 47 | 47 | -49 | -44 | 47 | 49 |
| -78 | -46 | 2 | 78 | -53 | 66 | 69 | 69 |
| -120 | -106 | 12 | 120 | 0 | 176 | 189 | 189 |
| -96 | -51 | 8 | 96 | -25 | 49 | 77 | 77 |
| -80 | -57 | 43 | 80 | -18 | 29 | 71 | 71 |
| -70 | -42 | 56 | 70 | -99 | -56 | 3 | 99 |
| -77 | 13 | 26 | 77 | -132 | -91 | 7 | 132 |
| -41 | 41 | 47 | 47 | -15 | 55 | 130 | 130 |
| -97 | -95 | 20 | 97 | -30 | 49 | 59 | 59 |
| -42 | -5 | 35 | 42 | -1 | 45 | 119 | 119 |
| -50 | 56 | 104 | 104 | 1 | 50 | 64 | 64 |
| -41 | -31 | 11 | 41 | -13 | 99 | 118 | 118 |
| -96 | -83 | 45 | 96 | -79 | -27 | 37 | 79 |
| -62 | 37 | 66 | 66 | -162 | -81 | 18 | 162 |
| -64 | 46 | 58 | 64 | -10 | 64 | 81 | 81 |
| -82 | -65 | 27 | 82 | -41 | -1 | 33 | 41 |
| -75 | 18 | 27 | 75 | -1 | 108 | 153 | 153 |
| -35 | 18 | 40 | 40 | -66 | -6 | 9 | 66 |
| -14 | 45 | 70 | 70 | -8 | 93 | 124 | 124 |
| -43 | -13 | 25 | 43 | -47 | -7 | 60 | 60 |
| -134 | -80 | 11 | 134 | -18 | 154 | 161 | 161 |
| -111 | -101 | 4 | 111 | -113 | -51 | 25 | 113 |
| -46 | 24 | 86 | 86 | -109 | -100 | 6 | 109 |
| -59 | 39 | 53 | 59 | -90 | -37 | 5 | 90 |
| -59 | -7 | 29 | 59 | -194 | -193 | 1 | 194 |
| -116 | -76 | 5 | 116 | -65 | -36 | 25 | 65 |
| -63 | 25 | 33 | 63 | -12 | 5 | 76 | 76 |
| -81 | -32 | 2 | 81 | -115 | -82 | 3 | 115 |
| -35 | -30 | 40 | 40 | -140 | -122 | 23 | 140 |
| -18 | 13 | 42 | 42 | -32 | -7 | 52 | 52 |
| -76 | -46 | 11 | 76 | -15 | 88 | 99 | 99 |
| -67 | -33 | 49 | 67 | -92 | -57 | 3 | 92 |
| -164 | -131 | 1 | 164 | -60 | -15 | 28 | 60 |
| -92 | -21 | 21 | 92 | -101 | -63 | 17 | 101 |
| -15 | 115 | 127 | 127 | -61 | 19 | 40 | 61 |
| -25 | -10 | 84 | 84 | -163 | -138 | 10 | 163 |
| -60 | -14 | 14 | 60 | -26 | 124 | 153 | 153 |
| -75 | 34 | 43 | 75 | -106 | -60 | 8 | 106 |
| -8 | 114 | 118 | 118 | -15 | -14 | 40 | 40 |
| -37 | 67 | 72 | 72 | -12 | 87 | 90 | 90 |
| -70 | 10 | 10 | 70 | -79 | -58 | 26 | 79 |
| -17 | 73 | 110 | 110 | -49 | 105 | 121 | 121 |
| -29 | 44 | 47 | 47 | -50 | -30 | 17 | 50 |
| -45 | -28 | 20 | 45 | -49 | -48 | 81 | 81 |
| -96 | -52 | 6 | 96 | -2 | 150 | 166 | 166 |
| -9 | 33 | 50 | 50 | -22 | 25 | 54 | 54 |
| -53 | -31 | 46 | 53 | -45 | -37 | 31 | 45 |
| -10 | 39 | 110 | 110 | -5 | 11 | 93 | 93 |
| -60 | -38 | 37 | 60 | -96 | 6 | 18 | 96 |
| -95 | -48 | 1 | 95 | -108 | -74 | 1 | 108 |
| -13 | 110 | 128 | 128 | -80 | -24 | 22 | 80 |
| -83 | -18 | 10 | 83 | -30 | -16 | 61 | 61 |
| -61 | -32 | 57 | 61 | -57 | -40 | 94 | 94 |
| -43 | -20 | 87 | 87 | 1 | 62 | 66 | 66 |
| -178 | -173 | 13 | 178 | -10 | 107 | 147 | 147 |
| -123 | -81 | 4 | 123 | -36 | 13 | 70 | 70 |
| -13 | -3 | 46 | 46 | -14 | 141 | 158 | 158 |
| -12 | 64 | 80 | 80 | -137 | -134 | 29 | 137 |
| -39 | 12 | 58 | 58 | -128 | -86 | 7 | 128 |
| -49 | -31 | 59 | 59 | -130 | -119 | 17 | 130 |
| -17 | -8 | 90 | 90 | -59 | 54 | 90 | 90 |
| -20 | 71 | 86 | 86 | -97 | -33 | 4 | 97 |
| -114 | -15 | 5 | 114 | -143 | -143 | 1 | 143 |
| -60 | 22 | 62 | 62 | -107 | -104 | 26 | 107 |
| -79 | -13 | 8 | 79 | -92 | -61 | 16 | 92 |
| -100 | -47 | 10 | 100 | -35 | 93 | 102 | 102 |
| -156 | -149 | 8 | 156 | -6 | 175 | 197 | 197 |
| 0 | 58 | 121 | 121 | -175 | -116 | 12 | 175 |
| -76 | 5 | 13 | 76 | -81 | -81 | 2 | 81 |
| -8 | 19 | 85 | 85 | -11 | 49 | 83 | 83 |
| -57 | -55 | 6 | 57 | -25 | 45 | 73 | 73 |
| -4 | 53 | 96 | 96 | -22 | 39 | 42 | 42 |
| -20 | 34 | 105 | 105 | -147 | -80 | 28 | 147 |
| -136 | -133 | 24 | 136 | 0 | 85 | 97 | 97 |
| -9 | 54 | 76 | 76 | -95 | -38 | 29 | 95 |
| -213 | -193 | 22 | 213 | -42 | -15 | 39 | 42 |
| -2 | 74 | 90 | 90 | -75 | -70 | 26 | 75 |
| -28 | 14 | 54 | 54 | -51 | 26 | 40 | 51 |
| -199 | -167 | 7 | 199 | -124 | -97 | 1 | 124 |
| -18 | 21 | 57 | 57 | -91 | -13 | 17 | 91 |
| -99 | -86 | 5 | 99 | -133 | -132 | 6 | 133 |
| -42 | -20 | 49 | 49 | -39 | 2 | 39 | 39 |
| -16 | 24 | 77 | 77 | -34 | 26 | 35 | 35 |
| -58 | -25 | 18 | 58 | -136 | -127 | 40 | 136 |
| -36 | 25 | 94 | 94 | -1 | 49 | 69 | 69 |
| -149 | -128 | 0 | 149 | -130 | -88 | 15 | 130 |
| -194 | -158 | 3 | 194 | -40 | -26 | 88 | 88 |
| -109 | -103 | 25 | 109 | -121 | -91 | 2 | 121 |
| -18 | -14 | 77 | 77 | -97 | -10 | 16 | 97 |
| -64 | -47 | 20 | 64 | -17 | 115 | 159 | 159 |
| -90 | -51 | 14 | 90 | -23 | 85 | 100 | 100 |
| -27 | 18 | 26 | 27 | -89 | -8 | 5 | 89 |
| -40 | 18 | 18 | 40 | -133 | -102 | 12 | 133 |
| -140 | -132 | 12 | 140 | -90 | -66 | 5 | 90 |
| -107 | -107 | 0 | 107 | -50 | 1 | 34 | 50 |
| -106 | -82 | 22 | 106 | -42 | -42 | 25 | 42 |
| -124 | -110 | 55 | 124 | -100 | -70 | 34 | 100 |
| -87 | -47 | 5 | 87 | -16 | 37 | 44 | 44 |
| -46 | -12 | 24 | 46 | -63 | -42 | 8 | 63 |
| -18 | 36 | 58 | 58 | -108 | -68 | 11 | 108 |
| -36 | -4 | 38 | 38 | -69 | -62 | 24 | 69 |
| -34 | 14 | 59 | 59 | -32 | 38 | 58 | 58 |
| -17 | 140 | 150 | 150 | -143 | -104 | 9 | 143 |
| -72 | -23 | 1 | 72 | -60 | -19 | 41 | 60 |
| -40 | 16 | 103 | 103 | -28 | 4 | 56 | 56 |
| -116 | -108 | 26 | 116 | -107 | -44 | 10 | 107 |
| -31 | -7 | 57 | 57 | -119 | -69 | 25 | 119 |
| -10 | 48 | 63 | 63 | -97 | -34 | 33 | 97 |
| -7 | 0 | 69 | 69 | -142 | -116 | 21 | 142 |
| -44 | 25 | 34 | 44 | -146 | -115 | 9 | 146 |
| -12 | 51 | 52 | 52 | -5 | 63 | 93 | 93 |
| -7 | 97 | 128 | 128 | -27 | 59 | 100 | 100 |
| -13 | 69 | 168 | 168 | -77 | -41 | 5 | 77 |
| -1 | 67 | 117 | 117 | -70 | -65 | 44 | 70 |
| -70 | -47 | 36 | 70 | -58 | -25 | 28 | 58 |
| -27 | 64 | 91 | 91 | -17 | 24 | 90 | 90 |
| -4 | 83 | 101 | 101 | -52 | -45 | 15 | 52 |
| -20 | 1 | 45 | 45 | -17 | 55 | 71 | 71 |
| -32 | 4 | 37 | 37 | -165 | -142 | 0 | 165 |
| -25 | 29 | 50 | 50 | -2 | 59 | 72 | 72 |
| -9 | 105 | 118 | 118 | -68 | -65 | 45 | 68 |
| -65 | -65 | 38 | 65 | -108 | -53 | 20 | 108 |
| -48 | 10 | 43 | 48 | -20 | 90 | 109 | 109 |
| -48 | -22 | 25 | 48 | -49 | 62 | 71 | 71 |
| -25 | 100 | 117 | 117 | -153 | -140 | 23 | 153 |
| -27 | 37 | 58 | 58 | -52 | -47 | 77 | 77 |
| -73 | -13 | 18 | 73 | -114 | -41 | 5 | 114 |
| -42 | 29 | 55 | 55 | -7 | 57 | 111 | 111 |
| -29 | 102 | 126 | 126 | -121 | -4 | 0 | 121 |
| -146 | -85 | 2 | 146 | -57 | -33 | 18 | 57 |
| -17 | 10 | 77 | 77 | -16 | 18 | 56 | 56 |
| -93 | -85 | 27 | 93 | -14 | 35 | 68 | 68 |
| -5 | 161 | 188 | 188 | -24 | 117 | 129 | 129 |
| -93 | -88 | 10 | 93 | -61 | -60 | 36 | 61 |
| -18 | 10 | 56 | 56 | -35 | 26 | 65 | 65 |
| -10 | 27 | 77 | 77 | -58 | 61 | 64 | 64 |
| -60 | -53 | 13 | 60 | -103 | -103 | 15 | 103 |
| -96 | -89 | 28 | 96 | -31 | 27 | 57 | 57 |
| 1 | 43 | 62 | 62 | -69 | -63 | 19 | 69 |
| -42 | -20 | 21 | 42 | -75 | -24 | 18 | 75 |
| -61 | -26 | 42 | 61 | -26 | 36 | 80 | 80 |
| -29 | 17 | 41 | 41 | -63 | -11 | 38 | 63 |
| -55 | 8 | 73 | 73 | -10 | 94 | 124 | 124 |
| -7 | 68 | 91 | 91 | -43 | 6 | 43 | 43 |
| -52 | 91 | 98 | 98 | -7 | 15 | 81 | 81 |
| -42 | 4 | 32 | 42 | -121 | -88 | 40 | 121 |
| -39 | 11 | 34 | 39 | -22 | 95 | 134 | 134 |
| -27 | 95 | 102 | 102 | -49 | 19 | 51 | 51 |
| -109 | -86 | 6 | 109 | -39 | 12 | 43 | 43 |
| -21 | 128 | 156 | 156 | -131 | -84 | 6 | 131 |
| -6 | 71 | 87 | 87 | -71 | 5 | 24 | 71 |
| -47 | 28 | 38 | 47 | -63 | 6 | 23 | 63 |
| -98 | -37 | 27 | 98 | -62 | 21 | 40 | 62 |
| -47 | 113 | 115 | 115 | -15 | 147 | 154 | 154 |
| -19 | 41 | 99 | 99 | -137 | -137 | -1 | 137 |
| -49 | 5 | 27 | 49 | -98 | -87 | 1 | 98 |
| -44 | 52 | 103 | 103 | -123 | -42 | 4 | 123 |
| -31 | 47 | 75 | 75 | -6 | 109 | 110 | 110 |
| -89 | 7 | 10 | 89 | -55 | -25 | 36 | 55 |
| -42 | 0 | 68 | 68 | -123 | -88 | 8 | 123 |
| -33 | 15 | 21 | 33 | -42 | -31 | 23 | 42 |
| -45 | 13 | 62 | 62 | -185 | -129 | -1 | 185 |
| 0 | 131 | 147 | 147 | -74 | -53 | 47 | 74 |
| -33 | 18 | 60 | 60 | -27 | -8 | 59 | 59 |
| -60 | -53 | 41 | 60 | -60 | -43 | 8 | 60 |
| -27 | 26 | 97 | 97 | -98 | -76 | 19 | 98 |
| -97 | -32 | -1 | 97 | -1 | 78 | 132 | 132 |
| -119 | -107 | 3 | 119 | -116 | -91 | 29 | 116 |
| -79 | -76 | 44 | 79 | -42 | 20 | 48 | 48 |
| -21 | 20 | 79 | 79 | -27 | 80 | 81 | 81 |
| -117 | -115 | 36 | 117 | -34 | -19 | 35 | 35 |
| -54 | 28 | 62 | 62 | -48 | 6 | 12 | 48 |
| -66 | -45 | 66 | 66 | -34 | -25 | 27 | 34 |
| -25 | 30 | 60 | 60 | -39 | 36 | 43 | 43 |
| -70 | -43 | 22 | 70 | -125 | -99 | 3 | 125 |
| -3 | 47 | 104 | 104 | -45 | -39 | 46 | 46 |
| -4 | 83 | 92 | 92 | -59 | -43 | 15 | 59 |
| -34 | 67 | 75 | 75 | -78 | -35 | 10 | 78 |
| -16 | 45 | 90 | 90 | -37 | 107 | 109 | 109 |
| -57 | -32 | 13 | 57 | -83 | 36 | 52 | 83 |
| -84 | -28 | 29 | 84 | -44 | -6 | 76 | 76 |
| -53 | 12 | 43 | 53 | -10 | 4 | 102 | 102 |
| -61 | -51 | 36 | 61 | -60 | -17 | 52 | 60 |
| -59 | -24 | 48 | 59 | -80 | -42 | 24 | 80 |
| -7 | 65 | 76 | 76 | -86 | -81 | 4 | 86 |
| -79 | -64 | 32 | 79 | -140 | -98 | 3 | 140 |
| -152 | -109 | 20 | 152 | -1 | 93 | 118 | 118 |
| -37 | 110 | 130 | 130 | -38 | 18 | 42 | 42 |
| -92 | -8 | 13 | 92 | -45 | -34 | 65 | 65 |
| -15 | 31 | 95 | 95 | -7 | 31 | 68 | 68 |
| -37 | -13 | 52 | 52 | -26 | 21 | 64 | 64 |
| -3 | 41 | 120 | 120 | -75 | -21 | 20 | 75 |
| -167 | -153 | 18 | 167 | -15 | 69 | 69 | 69 |
| -16 | 55 | 107 | 107 | -222 | -213 | 2 | 222 |
| -36 | -11 | 65 | 65 | -120 | -85 | 80 | 120 |
| -89 | -68 | 42 | 89 | -19 | 98 | 155 | 155 |
| -67 | -19 | 7 | 67 | -104 | -57 | 2 | 104 |
| -1 | 113 | 123 | 123 | -79 | -75 | 20 | 79 |
| -185 | -153 | 10 | 185 | -85 | -35 | 2 | 85 |
| -44 | -16 | 31 | 44 | -64 | 12 | 43 | 64 |
| -57 | 39 | 53 | 57 | -45 | -11 | 27 | 45 |
| -73 | -36 | 1 | 73 | -122 | -68 | 18 | 122 |
| -51 | -42 | 45 | 51 | -47 | -14 | 37 | 47 |
| -61 | 22 | 38 | 61 | -90 | -10 | 4 | 90 |
| -14 | 35 | 62 | 62 | -55 | 43 | 63 | 63 |
| -53 | 47 | 67 | 67 | -24 | 49 | 62 | 62 |
| -37 | 3 | 39 | 39 | -162 | -145 | 20 | 162 |
| -30 | -4 | 39 | 39 | -18 | 64 | 91 | 91 |
| -86 | -67 | 5 | 86 | -62 | 59 | 66 | 66 |
| -139 | -74 | 7 | 139 | -103 | -10 | 21 | 103 |
| -71 | 27 | 30 | 71 | -71 | -13 | 24 | 71 |
| -21 | 3 | 70 | 70 | -80 | 67 | 71 | 80 |
| -67 | 56 | 73 | 73 | -29 | 58 | 87 | 87 |
| -56 | 29 | 48 | 56 | -63 | -31 | 21 | 63 |
| -3 | 70 | 100 | 100 | -57 | -56 | 11 | 57 |
| -17 | 100 | 107 | 107 | -29 | 6 | 62 | 62 |
| -147 | -118 | 0 | 147 | -135 | -92 | 18 | 135 |
| -7 | 64 | 64 | 64 | -141 | -112 | 0 | 141 |
| -58 | 30 | 33 | 58 | -53 | 12 | 36 | 53 |
| -66 | 16 | 34 | 66 | -51 | -42 | 90 | 90 |
| -89 | -81 | 22 | 89 | -109 | -107 | 6 | 109 |
| -14 | 88 | 108 | 108 | -66 | -26 | 40 | 66 |
| -10 | 83 | 99 | 99 | -1 | 29 | 80 | 80 |
| -8 | 23 | 61 | 61 | -100 | -59 | 29 | 100 |
| -34 | -15 | 39 | 39 | -3 | 51 | 78 | 78 |
| -17 | 1 | 63 | 63 | 0 | 77 | 113 | 113 |
| -44 | 89 | 131 | 131 | -15 | 125 | 161 | 161 |
| -20 | 24 | 89 | 89 | -82 | -80 | 3 | 82 |
| -135 | -122 | 19 | 135 | -5 | 122 | 133 | 133 |
| -44 | -34 | 49 | 49 | -44 | -14 | 53 | 53 |
| -74 | -52 | 10 | 74 | -8 | 4 | 61 | 61 |
| -39 | 14 | 52 | 52 | -41 | 22 | 52 | 52 |
| -30 | 67 | 77 | 77 | -63 | -47 | 29 | 63 |
| -28 | 42 | 42 | 42 | -73 | 96 | 129 | 129 |
| -9 | 185 | 189 | 189 | -103 | -93 | 55 | 103 |
| -41 | 78 | 114 | 114 | -78 | -18 | 12 | 78 |
| -18 | 112 | 151 | 151 | -63 | 30 | 47 | 63 |
| -90 | -31 | 4 | 90 | -36 | 17 | 43 | 43 |
| -78 | 18 | 30 | 78 | -47 | 42 | 47 | 47 |
| -40 | -26 | 47 | 47 | -64 | 2 | 17 | 64 |
| -21 | 74 | 107 | 107 | -58 | 14 | 38 | 58 |
| -39 | -2 | 82 | 82 | -84 | 26 | 36 | 84 |
| -28 | 12 | 57 | 57 | -48 | -22 | 15 | 48 |
| -46 | -8 | 35 | 46 | -2 | 128 | 159 | 159 |
| -13 | 111 | 138 | 138 | -17 | -1 | 52 | 52 |
| -55 | 6 | 26 | 55 | -58 | -6 | 13 | 58 |
| -47 | -38 | 32 | 47 | -27 | 70 | 72 | 72 |
| -84 | 33 | 45 | 84 | -122 | -119 | 5 | 122 |
| -153 | -149 | 2 | 153 | -31 | 13 | 37 | 37 |
| -81 | -49 | 17 | 81 | -31 | 143 | 163 | 163 |
| -69 | -61 | 29 | 69 | -18 | 51 | 75 | 75 |
| -60 | -43 | 33 | 60 | -39 | -39 | 64 | 64 |
| -38 | 37 | 57 | 57 | -26 | -13 | 44 | 44 |
| -28 | 54 | 54 | 54 | -18 | 118 | 120 | 120 |
| -148 | -108 | 29 | 148 | -9 | 92 | 122 | 122 |
| -80 | -48 | 18 | 80 | -24 | -6 | 80 | 80 |
| -18 | 57 | 82 | 82 | -117 | -93 | 20 | 117 |
| -68 | 24 | 36 | 68 | -23 | -10 | 63 | 63 |
| -97 | -65 | 34 | 97 | -74 | 141 | 146 | 146 |
| -21 | 74 | 78 | 78 | -36 | 30 | 55 | 55 |
| -66 | -35 | 19 | 66 | -10 | 61 | 87 | 87 |
| -29 | -19 | 34 | 34 | -57 | 27 | 54 | 57 |
| -36 | 47 | 52 | 52 | -75 | 19 | 23 | 75 |
| -42 | 35 | 49 | 49 | -4 | 69 | 69 | 69 |
| -9 | 21 | 91 | 91 | -25 | 45 | 70 | 70 |
| -183 | -63 | 25 | 183 | -126 | -121 | 1 | 126 |
| -45 | 48 | 58 | 58 | -9 | 18 | 87 | 87 |
| -86 | -65 | 25 | 86 | -79 | 1 | 36 | 79 |
| -36 | 2 | 41 | 41 | -99 | -78 | 10 | 99 |
| -3 | 35 | 102 | 102 | -151 | -135 | 12 | 151 |
| -34 | 13 | 50 | 50 | -22 | 53 | 101 | 101 |
| -38 | -23 | 47 | 47 | -23 | 87 | 89 | 89 |
| -20 | -15 | 48 | 48 | -50 | -33 | 29 | 50 |
| -92 | -74 | 15 | 92 | -118 | -96 | 37 | 118 |
| -120 | -111 | 7 | 120 | -9 | 17 | 73 | 73 |
| -23 | -7 | 47 | 47 | -20 | 87 | 98 | 98 |
| -13 | 6 | 56 | 56 | -12 | 128 | 148 | 148 |
| -44 | 14 | 34 | 44 | -24 | 38 | 64 | 64 |
| -91 | -78 | 32 | 91 | -15 | 42 | 69 | 69 |
| -7 | 56 | 67 | 67 | -44 | 22 | 25 | 44 |
| -16 | 67 | 100 | 100 | -5 | 61 | 107 | 107 |
| -67 | -54 | 11 | 67 | -152 | -152 | 21 | 152 |
| -61 | -2 | 21 | 61 | -79 | -62 | 4 | 79 |
| -43 | -2 | 23 | 43 | -145 | -112 | 13 | 145 |
| -40 | 28 | 42 | 42 | -30 | 20 | 87 | 87 |
| -30 | 93 | 160 | 160 | -115 | -89 | 38 | 115 |
| -21 | 170 | 180 | 180 | -18 | 46 | 52 | 52 |
| -76 | -75 | 16 | 76 | -64 | 135 | 138 | 138 |
| -51 | 36 | 46 | 51 | -24 | 2 | 44 | 44 |
| -35 | -21 | 59 | 59 | -163 | -159 | 71 | 163 |
| -103 | -31 | 0 | 103 | -58 | -55 | 48 | 58 |
| -56 | -23 | 40 | 56 | -39 | -37 | 31 | 39 |
| -108 | -28 | 0 | 108 | -49 | -48 | 51 | 51 |
| -64 | 37 | 66 | 66 | -139 | -135 | 5 | 139 |
| -55 | -13 | 45 | 55 | -105 | -55 | 19 | 105 |
| -71 | 24 | 30 | 71 | -59 | -10 | 24 | 59 |
| -60 | -53 | 17 | 60 | -98 | -43 | 25 | 98 |
| -66 | -45 | 9 | 66 | -110 | -89 | 10 | 110 |
| -101 | -57 | 11 | 101 | -66 | -3 | 16 | 66 |
| -11 | 44 | 79 | 79 | -4 | -2 | 69 | 69 |
| -82 | -67 | 31 | 82 | -70 | -55 | 38 | 70 |
| -8 | 123 | 126 | 126 | -29 | 53 | 62 | 62 |
| -18 | 34 | 62 | 62 | -80 | -46 | 34 | 80 |
| -64 | 20 | 34 | 64 | -73 | -42 | 5 | 73 |
| -23 | 80 | 84 | 84 | -79 | -28 | 28 | 79 |
| -7 | 107 | 119 | 119 | -6 | 79 | 141 | 141 |
| -24 | 16 | 94 | 94 | -130 | -116 | 36 | 130 |
| -53 | 65 | 65 | 65 | -21 | 103 | 117 | 117 |
| -77 | -38 | 38 | 77 | -37 | 34 | 37 | 37 |
| -78 | 21 | 32 | 78 | -61 | -35 | 31 | 61 |
| -5 | 139 | 144 | 144 | -75 | -17 | 10 | 75 |
| -23 | 47 | 50 | 50 | -114 | -63 | 10 | 114 |
| -116 | -22 | 17 | 116 | -20 | 2 | 38 | 38 |
| -33 | 15 | 55 | 55 | -176 | -161 | 4 | 176 |
| -120 | -72 | 44 | 120 | -127 | -118 | 21 | 127 |
| -203 | -158 | 1 | 203 | -63 | -42 | 47 | 63 |
| -30 | 85 | 132 | 132 | -25 | 111 | 119 | 119 |
| -106 | -89 | 15 | 106 | -75 | -75 | 24 | 75 |
| -131 | -81 | 12 | 131 | -144 | -121 | 26 | 144 |
| -83 | -57 | 4 | 83 | -186 | -177 | 11 | 186 |
